id,area,atclNo,atclNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclFetrDesc,tagList,bildNm
1260,1448,2425510536,디에이치퍼스티어아이파크,전세,중/26,160000,0,16억,144,112.85,남동향,"풀옵션,매물설명꼭보세요.공동NO","['2년이내', '대단지', '대형평수', '방네개이상']",118동
1261,1449,2425509305,디에이치퍼스티어아이파크,전세,중/35,140000,0,14억,125,96.82,남동향,"풀옵션,매물설명꼭보세요.공동NO","['2년이내', '대단지', '방네개이상', '화장실두개']",173동
1262,1450,2425548569,디에이치퍼스티어아이파크,전세,저/24,130000,0,13억,110,84.82,남동향,33 초중품아 생활편리 지하철근접동 고품격커뮤니티 조중석식,"['2년이내', '융자금없는', '역세권', '대단지']",115동
1263,1451,2425577664,디에이치퍼스티어아이파크,월세,중/32,100000,638,10억,220,171.65,남향,"빠른입주조건,보3억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1264,1452,2425509661,디에이치퍼스티어아이파크,전세,저/35,140000,0,14억,125,96.82,남동향,"풀옵션,매물설명꼭보세요.공동NO","['2년이내', '대단지', '방네개이상', '화장실두개']",173동
1265,1453,2425580993,디에이치퍼스티어아이파크,월세,중/32,150000,398,15억,220,171.65,남향,"빠른입주조건,보3억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1266,1454,2425548308,디에이치퍼스티어아이파크,전세,중/29,130000,0,13억,111,84.9,남동향,33 주인직 트인뷰 장기거주가능 보증금조정가능 대중교통이용편리,"['2년이내', '융자금없는', '대단지']",158동
1267,1455,2425577736,디에이치퍼스티어아이파크,월세,중/33,150000,398,15억,201,156.96,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",103동
1268,1456,2425508005,디에이치퍼스티어아이파크,전세,고/13,150000,0,15억,125,96.82,남향,"풀옵션,매물설명꼭보세요.공동NO","['2년이내', '대단지', '방네개이상', '화장실두개']",106동
1269,1457,2425577677,디에이치퍼스티어아이파크,전세,중/32,248000,0,"24억 8,000",220,171.65,남향,"빠른입주조건,보3억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1270,1458,2425575744,디에이치퍼스티어아이파크,전세,중/35,140000,0,14억,125,96.82,남향,"빠른입주조건,보1억부터10억월세가능","['2년이내', '대단지', '방네개이상', '화장실두개']",101동
1271,1459,2425542206,디에이치퍼스티어아이파크,전세,중/29,170000,0,17억,144,112.85,남동향,44.O이태리산원목 O식세기.냉김냉빌트인 O안방비확장,"['2년이내', '대단지', '대형평수', '방네개이상']",153동
1272,1460,2425521377,디에이치퍼스티어아이파크,월세,중/31,90000,240,9억,125,96.82,남동향,O찐매물O바로계약O개현초개포중O수영골프조중석식 커뮤니티근접동,"['2년이내', '융자금없는', '대단지']",166동
1273,1461,2425462485,디에이치퍼스티어아이파크,전세,중/32,270000,0,27억,220,171.64,남향,,"['2년이내', '융자금없는', '대단지', '대형평수']",104동
1274,1462,2425473278,래미안블레스티지,매매,저/29,320000,0,32억,134,99.91,남서향,"40. 산조망, 입주협의.","['10년이내', '대단지', '대형평수', '방네개이상']",211동
1275,1463,2425507530,디에이치퍼스티어아이파크,전세,고/19,150000,0,15억,125,96.82,남향,"풀옵션,매물설명꼭보세요.공동NO","['2년이내', '대단지', '방네개이상', '화장실두개']",110동
1276,1464,2425428094,디에이치퍼스티어아이파크,전세,중/33,260000,0,26억,201,156.96,남향,B.E.S.T 61. 커뮤니티인접 전망채광굿 초중품아 추천매물,"['2년이내', '대단지', '대형평수', '방네개이상']",103동
1277,1465,2425352331,디에이치퍼스티어아이파크,전세,중/26,130000,0,13억,111,84.9,남동향,33  주인직접  장기거주 최고의대모산뷰  초.중품아  풀옵션,"['2년이내', '대단지', '방세개']",159동
1278,1466,2425479608,디에이치퍼스티어아이파크,매매,중/26,280000,0,28억,110,84.82,남동향,,"['2년이내', '대단지', '방세개', '화장실두개']",159동
1279,1467,2425351787,디에이치퍼스티어아이파크,매매,고/14,290000,0,29억,110,84.82,남동향,33  급매 즉시입주  갭투자가능  최고의대모산전망 굿  초중품어,"['2년이내', '대단지', '급매']",156동
1280,1468,2425428684,디에이치퍼스티어아이파크,월세,저/26,40000,440,4억,144,112.85,남향,B.E.S.T 실매물 44 커뮤니티인접 전망채광굿 초중품아 추천매물,"['2년이내', '대단지', '대형평수', '방네개이상']",118동
1281,1469,2425428440,디에이치퍼스티어아이파크,월세,중/20,60000,340,6억,144,112.85,남동향,"B.E.S.T 44.최고급 커뮤니티센터, 강남 명문학군, 초중품아, 풀에","['2년이내', '융자금없는', '대단지']",145동
1282,1470,2425353508,디에이치퍼스티어아이파크,월세,저/18,40000,100,4억,50,34.99,남서향,15   주인직접 초품아 중품아 조중석식 서비스 프리미엄 커뮤니티,"['2년이내', '대단지', '소형평수']",140동
1283,1471,2425499330,래미안블레스티지,전세,저/16,90000,0,9억,67,49.9,남향,"20, 장기거주 가능, 입주 맞춰드려요 , 햇빛 잘드는 동","['10년이내', '융자금없는', '대단지', '방두개']",218동
1284,1472,2425462223,디에이치퍼스티어아이파크,전세,저/21,125000,0,"12억 5,000",110,84.82,남향,33.현재최저가V빠른입주조건V수영장이용좋아요V초중품V인기학군,"['2년이내', '융자금없는', '대단지']",152동
1285,1473,2425462295,디에이치퍼스티어아이파크,전세,저/33,210000,0,21억,201,156.96,남향,저렴한 장기거주가능 판상형 5베이 채광좋고 통풍 잘되는 집,"['2년이내', '융자금적은', '대단지']",103동
1286,1474,2425430509,디에이치퍼스티어아이파크,전세,고/31,160000,0,16억,125,96.62,남향,38. O주인직접 O로얄동 O커뮤니티바로앞동 O주방강화형,"['2년이내', '대단지', '방네개이상', '화장실두개']",166동
1287,1475,2425478356,디에이치퍼스티어아이파크,매매,고/24,330000,0,33억,110,84.82,남동향,,"['2년이내', '역세권', '대단지', '방세개']",115동
1288,1476,2425498241,디에이치퍼스티어아이파크,월세,중/26,40000,440,4억,144,112.85,남서향,"44, 주인 직접,보증금 3억부터 반전세까지, 역세권 인기동","['2년이내', '융자금없는', '대단지']",118동
1289,1477,2425433777,디에이치퍼스티어아이파크,전세,중/30,140000,0,14억,125,96.62,남동향,38주인의뢰 2획지중앙탁트인뷰,"['2년이내', '대단지', '방네개이상', '화장실두개']",163동
1290,1478,2425459786,래미안블레스티지,월세,저/17,60000,230,6억,113,84.94,남동향,34 주인 직접 추천 깔끔 내부,"['10년이내', '대단지', '방세개', '화장실두개']",219동
1291,1479,2425354310,래미안블레스티지,매매,중/16,165000,0,"16억 5,000",67,49.9,남동향,20   갭투자  확트인대모산전망 세안고협의가능  신혼부부추천,"['10년이내', '대단지', '방두개']",218동
1292,1480,2425422832,래미안블레스티지,매매,저/23,210000,0,21억,80,59.96,남동향,24주인의뢰 정원뷰 입주가능,"['10년이내', '대단지', '방세개', '화장실두개']",203동
1293,1481,2425336444,디에이치퍼스티어아이파크,월세,저/33,50000,800,5억,201,156.96,남동향,융자없고 금액조정 가능함 풀에어컨 공원뷰 로얄동 보증금적은 귀한월세,"['2년이내', '대단지', '대형평수']",103동
1294,1483,2422194406,래미안블레스티지,월세,18/22,50000,280,5억,113,84.94,남동향,34. 채광좋고 전망좋은 세대.  장기거주.  보증금 아래위로 조율가능,"['10년이내', '융자금없는', '대단지']",221동
1295,1484,2422077006,디에이치퍼스티어아이파크,전세,26/26,105000,0,"10억 5,000",85,59.97,남향,착        한        전        세,"['2년이내', '대단지', '탑층']",150동
1296,1485,2422026748,디에이치퍼스티어아이파크,전세,11/21,126000,0,"12억 6,000",110,84.82,남동향,34 역대급커뮤니티 생활편리 초중품아 뭐든협의,"['2년이내', '역세권', '대단지']",112동
1297,1486,2425094209,디에이치퍼스티어아이파크,전세,고/35,180000,0,18억,170,132.99,남향,51 O 1획지  O 조용하고 예쁜뷰 O 융자무,"['2년이내', '융자금없는', '대단지']",101동
1298,1487,2424910137,디에이치퍼스티어아이파크,전세,중/33,230000,0,23억,201,156.96,남향,61 개포동대장아파트 구룡역 최고급커뮤니티 전망굿,"['2년이내', '융자금없는', '대단지', '대형평수']",103동
1299,1488,2424910751,디에이치퍼스티어아이파크,월세,고/32,200000,340,20억,220,171.65,남향,,"['2년이내', '융자금없는', '대단지', '대형평수']",104동
1300,1489,2424911807,디에이치퍼스티어아이파크,전세,중/11,85000,0,"8억 5,000",70,49.69,남서향,21 로얄동 방2.화장실1 신혼부부강추 최고급커뮤니티,"['2년이내', '융자금없는', '역세권', '대단지']",114동
1301,1490,2424911014,디에이치퍼스티어아이파크,전세,고/32,270000,0,27억,220,171.65,남동향,"66  풀에어컨 공원뷰,커뮤니티동 조중식서비스 구룡역","['2년이내', '융자금없는', '대단지', '대형평수']",104동
1302,1491,2424909265,디에이치퍼스티어아이파크,전세,중/35,200000,0,20억,169,132.81,남서향,,"['2년이내', '융자금없는', '대단지', '대형평수']",173동
1303,1492,2425069301,래미안블레스티지,월세,저/24,20000,390,2억,113,84.94,남동향,34 예쁜정원조망 고급커뮤니티단지 장기거주가능,"['10년이내', '융자금없는', '마당', '대단지']",204동
1304,1493,2425069459,래미안블레스티지,전세,저/24,135000,0,"13억 5,000",113,84.94,남동향,34 예쁜정원조망 고급커뮤니티단지 장기거주가능,"['10년이내', '융자금없는', '마당', '대단지']",204동
1305,1494,2424911341,디에이치퍼스티어아이파크,월세,중/32,100000,800,10억,220,171.65,남향,66  풀에어컨 커뮤니티동 조중식서비스 구룡역,"['2년이내', '융자금없는', '대단지', '대형평수']",104동
1306,1495,2424990427,디에이치퍼스티어아이파크,월세,저/35,50000,420,5억,125,96.82,남향,38  O 에쁜 단지뷰  O 조용,"['2년이내', '융자금없는', '대단지']",174동
1307,1496,2425069613,래미안블레스티지,매매,저/24,275000,0,"27억 5,000",113,84.94,남동향,34 예쁜정원조망 고급커뮤니티단지 장기거주가능,"['10년이내', '마당', '대단지', '방세개']",204동
1308,1497,2424935832,래미안블레스티지,매매,고/22,277000,0,"27억 7,000",113,84.94,남동향,34입주 조용한 로얄동  조중식 명품아파트,"['10년이내', '대단지', '방세개', '화장실두개']",221동
1309,1498,2424980886,디에이치퍼스티어아이파크,매매,중/31,375000,0,"37억 5,000",125,96.82,남향,38 남향 1획지로얄 초품 중품아 조중석식 아이스링크,"['2년이내', '대단지', '방네개이상']",166동
1310,1499,2424909438,디에이치퍼스티어아이파크,월세,중/35,50000,960,5억,169,132.81,남서향,,"['2년이내', '융자금없는', '대단지', '대형평수']",173동
1311,1500,2425017107,디에이치퍼스티어아이파크,월세,중/35,60000,370,6억,125,96.82,남향,43  O 1획지  O 조용하고 예쁜뷰 O 융자무,"['2년이내', '융자금없는', '대단지']",102동
1312,1501,2424665771,래미안블레스티지,매매,저/24,274000,0,"27억 4,000",113,84.94,남동향,"33 판상형, 정원전망 이쁜집, 전세안고매매","['10년이내', '마당', '대단지']",204동
1313,1502,2424871269,디에이치퍼스티어아이파크,전세,고/27,115000,0,"11억 5,000",110,84.82,남향,,"['2년이내', '융자금없는', '대단지', '방세개']",157동
1314,1503,2424525151,래미안블레스티지,매매,고/21,280000,0,28억,113,84.94,남동향,"33 주인의뢰, 입주가능, 탁트인뷰","['10년이내', '대단지', '방세개']",222동
1315,1504,2424537774,디에이치퍼스티어아이파크,전세,중/18,69000,0,"6억 9,000",50,34.99,남서향,15 주인직 귀한 전세 특컨디션 고층 밝고 조용한 조망,"['2년이내', '융자금없는', '대단지']",140동
1316,1505,2424908945,디에이치퍼스티어아이파크,전세,중/35,200000,0,20억,169,132.81,남서향,,"['2년이내', '융자금없는', '대단지', '대형평수']",101동
1317,1506,2424529799,디에이치퍼스티어아이파크,전세,중/20,165000,0,"16억 5,000",144,112.85,남동향,,"['2년이내', '융자금없는', '대단지']",145동
1318,1508,2424695849,디에이치퍼스티어아이파크,전세,중/11,90000,0,9억,70,49.69,남서향,21 실매물 집보러오세요 강력추천뷰 교통생활편리한동 고품격커뮤니티,"['2년이내', '융자금없는', '역세권', '대단지']",108동
1319,1509,2424660914,디에이치퍼스티어아이파크,월세,고/19,40000,440,4억,125,96.82,남향,"38.   로얄동층 개원초,  커뮤니티접근성, 학교접근성","['2년이내', '융자금없는', '대단지']",110동
1320,1510,2424571771,디에이치퍼스티어아이파크,월세,중/21,30000,420,3억,110,84.82,남동향,"33 실매물,구룡역 초역세권, 개원초인접","['2년이내', '역세권', '대단지', '방세개']",113동
1321,1511,2424833045,디에이치퍼스티어아이파크,월세,중/35,20000,500,2억,125,96.52,남향,38.O찐매물 O로얄동로얄호수 O커뮤니티가까운동 O보증금조정가,"['2년이내', '대단지', '방네개이상', '화장실두개']",101동
1322,1512,2424872236,디에이치퍼스티어아이파크,전세,저/19,140000,0,14억,125,96.82,남향,,"['2년이내', '융자금없는', '대단지', '방네개이상']",110동
1323,1513,2424871700,디에이치퍼스티어아이파크,월세,고/27,50000,320,5억,110,84.82,남동향,33 보증금조정가 풀에어컨 초중품은아파트 최고급커뮤니티,"['2년이내', '융자금없는', '대단지', '방세개']",157동
1324,1514,2424528869,디에이치퍼스티어아이파크,월세,중/20,70000,340,7억,144,112.85,남동향,44 주인직 보증금협의가능 전세자금대출가능 조망라인 특커뮤니티,"['2년이내', '융자금없는', '대단지']",145동
1325,1515,2424536049,디에이치퍼스티어아이파크,월세,고/29,50000,460,5억,144,112.85,남서향,44 주인직 컨디션굿 조건 협의 가능 방문가능 로열층 밝은집,"['2년이내', '융자금없는', '대단지']",153동
1326,1516,2424490529,디에이치퍼스티어아이파크,월세,저/29,50000,240,5억,85,59.97,남동향,25 주인직 조망 특컨디션 옵션굿 입주협의,"['2년이내', '융자금없는', '대단지']",154동
1327,1517,2424695346,디에이치퍼스티어아이파크,전세,저/13,140000,0,14억,125,96.82,남동향,38. 급전세. 주인직접의뢰. 장기거주가능. 호텔급커뮤니티,"['2년이내', '융자금없는', '대단지', '방네개이상']",106동
1328,1518,2424550253,디에이치퍼스티어아이파크,월세,저/21,60000,300,6억,110,84.82,남동향,33 V인기 로얄동 V호텔식 조중석식 V강남최고 커뮤니티,"['2년이내', '융자금없는', '역세권', '대단지']",113동
1329,1519,2424530980,디에이치퍼스티어아이파크,전세,고/25,160000,0,16억,144,112.85,남동향,44 주인직 로열 조망라인 특컨디션 빠른입주,"['2년이내', '융자금없는', '대단지']",137동
1330,1520,2424407689,디에이치퍼스티어아이파크,월세,중/35,50000,700,5억,169,132.81,남동향,51 로얄동.층V호텔급커뮤니티V신축첫입주V 트인뷰,"['2년이내', '대단지', '대형평수', '방네개이상']",173동
1331,1521,2423380049,디에이치퍼스티어아이파크,매매,고/12,295000,0,"29억 5,000",110,84.82,남향,33. 공원을 품은 그린라이프.초품아.중품아. 호텔식커뮤니티.,"['2년이내', '대단지', '방세개']",161동
1332,1523,2423380808,디에이치퍼스티어아이파크,매매,고/30,490000,0,49억,169,132.81,남향,51. 초품아.호텔급커뮤니티.수영.볼링.영화관,"['2년이내', '대단지', '대형평수']",162동
1333,1524,2424029295,디에이치퍼스티어아이파크,전세,26/29,109000,0,"10억 9,000",86,59.98,남동향,26   장기거주 융자없음  최고의대모산 전망  풀옵션 장기거주,"['2년이내', '대단지', '방세개']",154동
1334,1525,2424219114,래미안블레스티지,전세,4/8,105000,0,"10억 5,000",80,59.88,남서향,24 즉시입주 편리한 입구 동,"['10년이내', '대단지', '방세개']",223동
1335,1526,2423637231,디에이치퍼스티어아이파크,월세,고/16,65000,160,"6억 5,000",85,59.97,남향,26.주인직접 계약금5천 대모산뷰  초중품아 호텔급커뮤니티 구룡마을안보임,"['2년이내', '대단지', '방세개', '화장실두개']",149동
1336,1527,2423379733,디에이치퍼스티어아이파크,매매,저/35,380000,0,38억,125,96.82,남향,"38, 로얄동, 로얄층, 호텔급커뮤니티, 수영골프볼링","['2년이내', '대단지', '방네개이상', '화장실두개']",101동
1337,1528,2423635518,디에이치퍼스티어아이파크,월세,고/33,150000,320,15억,201,156.96,남향,61귀한 정남향.즉시계약가.풀에.장기거주.커뮤니티시설동.개원초배정,"['2년이내', '융자금없는', '대단지']",103동
1338,1529,2423422146,디에이치퍼스티어아이파크,전세,저/29,130000,0,13억,111,84.9,남동향,O신축첫입주O풀옵션O조합원옵션O실매물O즉시출발가능,"['2년이내', '융자금없는', '대단지']",158동
1339,1530,2423654048,디에이치퍼스티어아이파크,월세,고/31,100000,160,10억,125,96.82,남향,38.주인직접 실매물.추천로얄동.커뮤니티연결.앞트임전망.개원초.개포중,"['2년이내', '융자금없는', '대단지']",166동
1340,1531,2423625586,디에이치퍼스티어아이파크,전세,고/17,60000,0,6억,50,34.99,남서향,15.교육용세컨하우스.커뮤니티가곧생활.버스정류장인접.풀에,"['2년이내', '융자금없는', '대단지']",142동
1341,1532,2424024560,디에이치퍼스티어아이파크,매매,12/28,224000,0,"22억 4,000",85,59.97,남서향,26 갭투자가능 풀옵션  프리미엄커뮤니티 조중석식제공 즉시입주,"['2년이내', '대단지', '방세개']",151동
1342,1533,2424024389,디에이치퍼스티어아이파크,매매,12/29,225000,0,"22억 5,000",85,59.97,남서향,26  확트인대모산뷰  풀옵션 최고급커뮤니티  입주즉시 갭투자,"['2년이내', '대단지', '방세개']",154동
1343,1534,2424128788,디에이치퍼스티어아이파크,전세,12/21,140000,0,14억,110,84.82,남동향,"33, 주인직접숲뷰최고급커뮤니티","['2년이내', '융자금없는', '대단지', '방세개']",152동
1344,1535,2423386077,디에이치퍼스티어아이파크,매매,저/29,225000,0,"22억 5,000",85,59.97,남향,"25. 중저층, 급매매. 확트인 양재대로뷰. 초대형커뮤니티","['2년이내', '대단지', '급매']",155동
1345,1536,2424031576,디에이치퍼스티어아이파크,전세,22/33,300000,0,30억,201,156.96,남동향,61 초중품아 호텔식 조중석식 골프 수영 헬스 등 최상급 커뮤니티 ,"['2년이내', '대단지', '대형평수']",103동
1346,1537,2423370988,래미안블레스티지,전세,고/24,129000,0,"12억 9,000",113,84.94,남동향,34 고급커뮤니티 강남최고숲세권 신축아파트,"['10년이내', '융자금없는', '대단지', '방세개']",204동
1347,1538,2424187978,디에이치퍼스티어아이파크,전세,30/30,450000,0,45억,230,179.65,남동향,70. 펜트. 파노라마 뷰.풀옵션.프리미엄 커뮤니티.,"['2년이내', '대단지', '대형평수']",162동
1348,1539,2423336258,디에이치퍼스티어아이파크,전세,중/19,140000,0,14억,125,96.82,남향,38  학교인접 로얄동 조경조망 장기거주가능,"['2년이내', '융자금없는', '대단지']",110동
1349,1540,2423310671,디에이치퍼스티어아이파크,매매,저/33,600000,0,60억,201,156.96,남향,60 계좌보유 바로출발 로얄동 채광전망좋음 공원뷰,"['2년이내', '대단지', '대형평수']",103동
1350,1541,2423307482,디에이치퍼스티어아이파크,전세,고/20,145000,0,"14억 5,000",144,112.85,남향,43 O 입주일협의 O 수영장 O 최고의커뮤니티,"['2년이내', '융자금없는', '대단지', '대형평수']",145동
1351,1542,2423281870,디에이치퍼스티어아이파크,전세,저/31,210000,0,21억,169,132.99,남동향,"51 로얄동, 학교인근 커뮤니티 인근동 생활편리","['2년이내', '대단지', '대형평수', '방네개이상']",165동
1352,1543,2422751627,디에이치퍼스티어아이파크,매매,저/28,420000,0,42억,144,112.85,남동향,남동향  풀에어컨  커뮤니티 근접  진출입편리 평안하고 행복한 보금자리,"['2년이내', '대단지', '대형평수']",138동
1353,1544,2423306913,래미안블레스티지,매매,저/20,200000,0,20억,80,59.96,남동향,26 편의시설인접 풀옵션 조용한동 채광굿,"['10년이내', '대단지', '방세개']",205동
1354,1545,2423283634,디에이치퍼스티어아이파크,월세,중/35,80000,300,8억,125,96.52,남동향,"38 주인직접 , 커뮤니티동, 탁트인고층, 개원초","['2년이내', '융자금없는', '대단지', '방네개이상']",173동
1355,1546,2423301571,디에이치퍼스티어아이파크,전세,저/19,95000,0,"9억 5,000",85,59.97,남향,"Nice26. 급전세 추천,아이키우기 좋은 초품아,명품커뮤니티","['2년이내', '대단지', '방세개']",141동
1356,1547,2423263149,디에이치퍼스티어아이파크,월세,중/12,80000,160,8억,110,84.82,남동향,"33 보증금조정 초중인기동 채광,전망굿 장기거주환영","['2년이내', '융자금없는', '대단지']",161동
1357,1548,2423292334,디에이치퍼스티어아이파크,전세,저/28,160000,0,16억,145,112.99,남동향,44 바로출발 전망좋음 로얄동 로얄층 고층 커뮤니티시설근접,"['2년이내', '융자금없는', '대단지']",138동
1358,1549,2425489360,디에이치퍼스티어아이파크,전세,고/7,103000,0,"10억 3,000",85,59.97,남동향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",139동
1359,1550,2425549013,디에이치퍼스티어아이파크,월세,중/29,70000,149,7억,85,59.97,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",155동
1360,1551,2425547016,개포래미안포레스트,전세,중/22,95000,0,"9억 5,000",86,59.92,남동향,24 좋은가격 입주협의 단지커뮤니티 조중식 까페 도서관 키즈까페 출입편리,"['4년이내', '융자금없는', '대단지', '방세개']",129동
1361,1552,2425512946,디에이치퍼스티어아이파크,월세,중/29,120000,180,12억,145,112.99,남향,44  로얄동 탁트인뷰 초중품아 최고급커뮤니티,"['2년이내', '대단지', '대형평수', '방네개이상']",153동
1362,1553,2425547592,디에이치퍼스티어아이파크,월세,중/21,100000,120,10억,110,84.82,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '역세권', '대단지', '방세개']",113동
1363,1554,2425492290,디에이치퍼스티어아이파크,월세,고/19,50000,400,5억,125,96.52,남향,"38, 급월세 , 구룡역최단거리동, 호텔식조중석식,장기거주가능","['2년이내', '대단지', '방네개이상']",110동
1364,1555,2425550496,래미안블레스티지,매매,고/23,275000,0,"27억 5,000",113,84.94,남향,34 주인직접 전망채광굿 입주갭투가능해요 ,"['10년이내', '대단지', '방세개', '화장실두개']",203동
1365,1556,2425506704,디에이치퍼스티어아이파크,월세,고/15,30000,309,3억,85,59.97,남동향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",107동
1366,1557,2425513119,디에이치퍼스티어아이파크,월세,중/29,60000,179,6억,85,59.97,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",155동
1367,1558,2425508009,디에이치퍼스티어아이파크,월세,고/19,50000,218,5억,85,59.97,남동향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",141동
1368,1559,2425544589,디에이치퍼스티어아이파크,월세,중/14,50000,290,5억,110,84.82,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",156동
1369,1560,2425469671,디에이치퍼스티어아이파크,월세,중/19,40000,438,4억,125,96.82,남동향,"빠른입주조건,보1억부터10억월세가능","['2년이내', '대단지', '방네개이상', '화장실두개']",110동
1370,1561,2425468297,디에이치퍼스티어아이파크,월세,중/13,30000,457,3억,125,96.82,남동향,"빠른입주조건,보1억부터10억월세가능","['2년이내', '대단지', '방네개이상', '화장실두개']",106동
1371,1562,2425361124,디에이치퍼스티어아이파크,전세,고/32,249900,0,"24억 9,900",220,171.65,남향,"빠른입주조건,보5억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1372,1563,2425466834,디에이치퍼스티어아이파크,월세,고/35,20000,497,2억,125,96.52,남향,"빠른입주조건,보1억부터10억월세가능","['2년이내', '대단지', '방네개이상', '화장실두개']",101동
1373,1564,2425364454,디에이치퍼스티어아이파크,매매,고/31,449000,0,"44억 9,000",169,132.81,남동향,빠른매매조건,"['2년이내', '대단지', '대형평수', '방네개이상']",165동
1374,1565,2425433443,디에이치퍼스티어아이파크,월세,고/29,30000,400,3억,110,84.82,남향,"탁트인뷰, 역세권, 최고급커뮤니티, 시스템에어컨, 남향","['2년이내', '융자금없는', '역세권', '대단지']",117동
1375,1566,2425368314,디에이치퍼스티어아이파크,월세,중/33,70000,738,7억,201,156.96,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",103동
1376,1567,2425462659,디에이치퍼스티어아이파크,월세,중/31,10000,558,1억,125,96.82,남향,"빠른입주조건,보1억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",166동
1377,1568,2425375441,디에이치퍼스티어아이파크,월세,중/31,100000,398,10억,169,132.81,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",165동
1378,1569,2425360693,디에이치퍼스티어아이파크,전세,고/14,124800,0,"12억 4,800",110,84.82,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방세개', '화장실두개']",156동
1379,1570,2425361070,디에이치퍼스티어아이파크,전세,중/33,229900,0,"22억 9,900",201,156.96,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",103동
1380,1571,2425364849,디에이치퍼스티어아이파크,매매,고/33,649500,0,"64억 9,500",201,156.96,남향,빠른매매조건,"['2년이내', '대단지', '대형평수', '방네개이상']",103동
1381,1572,2425370173,디에이치퍼스티어아이파크,월세,중/35,70000,558,7억,169,132.81,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",101동
1382,1573,2425436734,디에이치퍼스티어아이파크,월세,중/26,50000,398,5억,144,112.85,남동향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",118동
1383,1574,2425366078,디에이치퍼스티어아이파크,월세,중/32,50000,790,5억,220,171.65,남향,"빠른입주조건,보3억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1384,1575,2425361455,디에이치퍼스티어아이파크,월세,고/25,100000,1400,10억,230,179.56,남향,빠른입주조건,"['2년이내', '대단지', '대형평수', '방네개이상']",137동
1385,1576,2425367408,디에이치퍼스티어아이파크,월세,중/33,50000,798,5억,201,156.96,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",103동
1386,1577,2425365616,디에이치퍼스티어아이파크,월세,중/32,30000,1100,3억,220,171.65,남향,"빠른입주조건,보3억부터23억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",104동
1387,1578,2425360979,디에이치퍼스티어아이파크,전세,중/31,178900,0,"17억 8,900",169,132.81,남향,"빠른입주조건,보2억부터17억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",165동
1388,1579,2425369153,디에이치퍼스티어아이파크,월세,고/31,50000,598,5억,169,132.81,남향,"빠른입주조건,보5억부터20억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",165동
1389,1580,2425360891,디에이치퍼스티어아이파크,전세,중/25,144800,0,"14억 4,800",144,112.85,남동향,"빠른입주조건,보2억부터12억월세가능","['2년이내', '대단지', '대형평수', '방네개이상']",137동
1390,1581,2425360572,디에이치퍼스티어아이파크,전세,중/31,138000,0,"13억 8,000",125,96.82,남향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '대단지', '방네개이상', '화장실두개']",166동
1391,1582,2425281339,개포래미안포레스트,매매,중/22,185000,0,"18억 5,000",86,59.92,남동향,26.급매.프리미엄커뮤니티.호텔식조중식,"['4년이내', '대단지', '급매']",129동
1392,1583,2425264614,디에이치퍼스티어아이파크,월세,저/32,100000,800,10억,220,171.65,남동향,,"['2년이내', '융자금없는', '대단지', '대형평수']",104동
1393,1584,2425360470,디에이치퍼스티어아이파크,전세,중/21,130000,0,13억,110,84.82,남동향,"빠른입주조건,보2억부터10억월세가능","['2년이내', '역세권', '대단지', '방세개']",113동
