atclNo,atclNm,rletTpNm,tradTpNm,flrInfo,prc,rentPrc,hanPrc,spc1,spc2,direction,atclCfmYmd,lat,lng,atclFetrDesc,tagList,bildNm,town,road_address,address
2429717726,디에이치퍼스티어아이파크,아파트,전세,고/27,140000,0,14억,111,84.85,남동향,2024-06-17T00:00:00,37.478882,127.062606,33 주인직접V초.중학교 근접동V트인뷰V호텔급커뮤니티V조중석식,"['2년이내', '대단지', '방세개']",157동,강남구개포1동,,Error: 401
2430493977,디에이치퍼스티어아이파크,아파트,전세,35/35,450000,0,45억,202,156.81,남동향,2024-06-21T00:00:00,37.479332,127.058767,61펜트테라스 주인직접 로얄동 럭셔리풀옵션 탁트인전망최고,"['2년이내', '융자금없는', '테라스', '대단지']",173동,강남구개포1동,,Error: 401
2429734387,디에이치퍼스티어아이파크,아파트,전세,중/13,155000,0,"15억 5,000",125,96.82,남동향,2024-06-17T00:00:00,37.482121,127.05866,37. 탁 트인 공원뷰 굿. 로얄층 풀에어컨. 호텔급커뮤니티,"['2년이내', '융자금없는', '대단지', '방네개이상']",106동,강남구개포1동,,Error: 401
2429703909,디에이치퍼스티어아이파크,아파트,월세,고/29,60000,200,6억,85,59.97,남동향,2024-06-17T00:00:00,37.477817,127.060435,26  V고층 탁트인대모산조망 V호텔식조중석식 V특급 커뮤니티 V실매물,"['2년이내', '융자금없는', '대단지']",154동,강남구개포1동,,Error: 401
2429903227,디에이치퍼스티어아이파크,아파트,월세,중/31,150000,280,15억,169,132.81,남향,2024-06-18T00:00:00,37.479531,127.060231,햇빛 잘드는 집  디퍼아 132제곱미터  월세   보증금 15억 부터 조,"['2년이내', '대단지', '대형평수']",165동,강남구개포1동,,Error: 401
2429727266,디에이치퍼스티어아이파크,아파트,월세,중/18,70000,300,7억,125,96.82,남향,2024-06-17T00:00:00,37.480137,127.060316,38 소유자 보증금협의조정가능 장기거주,"['2년이내', '대단지', '방네개이상', '화장실두개']",169동,강남구개포1동,,Error: 401
2429900351,디에이치퍼스티어아이파크,아파트,전세,고/35,200000,0,20억,170,132.99,남향,2024-06-18T00:00:00,37.480453,127.058339,51.주인직접 확트인 로얄뷰 1획지 초중품아 로얄동층 최고의커뮤니티,"['2년이내', '대단지', '대형평수', '방네개이상']",101동,강남구개포1동,,Error: 401
2429700540,래미안블레스티지,아파트,매매,중/16,180000,0,18억,67,49.9,남서향,2024-06-17T00:00:00,37.479831,127.064807,20 짠매물 입주 가능한 매매 전망 좋아요,"['10년이내', '대단지', '방두개']",218동,강남구개포1동,,Error: 401
2429899072,디에이치퍼스티어아이파크,아파트,전세,고/25,160000,0,16억,144,112.85,남향,2024-06-18T00:00:00,37.479955,127.056955,44.추천매물.개방감좋은 앞트인뷰.진출입편리.호텔급커뮤니티 인접동,"['2년이내', '융자금없는', '대단지']",137동,강남구개포1동,,Error: 401
2429778189,래미안블레스티지,아파트,전세,저/8,110000,0,11억,80,59.88,남동향,2024-06-17T00:00:00,37.481459,127.062483,26 풀옵션 초중교바로앞 편의시설인접,"['10년이내', '융자금적은', '대단지']",201동,강남구개포1동,,Error: 401
2429697450,디에이치퍼스티어아이파크,아파트,전세,고/29,115000,0,"11억 5,000",85,59.97,남동향,2024-06-17T00:00:00,37.477817,127.060435,"26 실매물,  탁트인 대모산조망 특급커뮤니티 호텔식조중석식","['2년이내', '대단지', '방세개']",154동,강남구개포1동,,Error: 401
2429706326,디에이치퍼스티어아이파크,아파트,월세,중/29,100000,120,10억,110,84.82,남동향,2024-06-17T00:00:00,37.4794,127.06281,34  V탁트인 숲세권 V특급 커뮤니티 V호텔식 조중석식 V10레일수영장,"['2년이내', '대단지', '방세개']",158동,강남구개포1동,,Error: 401
2429642691,디에이치퍼스티어아이파크,아파트,전세,고/31,139000,0,"13억 9,000",125,96.82,남향,2024-06-17T00:00:00,37.479729,127.059819,38  급전세    로얄동층  동간거리넓은동   초중품아  커뮤니티인접,"['2년이내', '대단지', '방네개이상']",166동,강남구개포1동,,Error: 401
2429530808,래미안블레스티지,아파트,매매,고/16,185000,0,"18억 5,000",67,49.9,남동향,2024-06-17T00:00:00,37.479831,127.064807,20 거실에서 사계절을느낄수있는 산뷰O입주가능O컨디션좋음O수영장,"['10년이내', '대단지', '방두개']",218동,강남구개포1동,,Error: 401
2429635939,디에이치퍼스티어아이파크,아파트,전세,저/24,130000,0,13억,110,84.82,남향,2024-06-17T00:00:00,37.4837,127.057794,33   신축첫입주  로얄동층   개원초배정  명품대단지커뮤니티,"['2년이내', '역세권', '대단지']",115동,강남구개포1동,,Error: 401
2429583126,디에이치퍼스티어아이파크,아파트,전세,고/33,260000,0,26억,202,156.62,남동향,2024-06-17T00:00:00,37.481182,127.057478,61.  로얄동. 최고급 커뮤니티.  호텔식 조중식.초중고 구룡역 근접.,"['2년이내', '융자금없는', '대단지']",103동,강남구개포1동,,Error: 401
2429691629,디에이치퍼스티어아이파크,아파트,월세,중/24,75000,300,"7억 5,000",110,84.82,남동향,2024-06-17T00:00:00,37.4837,127.057794,33 V1획지 구룡역3분 V개원초 V로얄동 V호텔식 중석식,"['2년이내', '융자금적은', '역세권']",115동,강남구개포1동,,Error: 401
2429593756,디에이치퍼스티어아이파크,아파트,월세,고/35,50000,420,5억,125,96.52,남서향,2024-06-17T00:00:00,37.47976,127.058636,38.  초고급 커뮤니티. 호텔급 조중석. 초중고 근접.,"['2년이내', '융자금없는', '대단지']",174동,강남구개포1동,,Error: 401
2429589411,디에이치퍼스티어아이파크,아파트,전세,저/20,170000,0,17억,144,112.85,남서향,2024-06-17T00:00:00,37.478749,127.058093,,"['2년이내', '융자금없는', '대단지']",145동,강남구개포1동,,Error: 401
2429655535,디에이치퍼스티어아이파크,아파트,전세,중/29,115000,0,"11억 5,000",85,59.97,남향,2024-06-17T00:00:00,37.478268,127.06136,25  급전세   주인직접    풀에어컨   초중품아   최첨단의커뮤니티,"['2년이내', '융자금적은', '대단지']",155동,강남구개포1동,,Error: 401
2429475443,디에이치퍼스티어아이파크,아파트,전세,중/33,270000,0,27억,201,156.96,남향,2024-06-17T00:00:00,37.481182,127.057478,61 럭셔리 센터동 모든것이최고 탁월한선택,"['2년이내', '대단지', '대형평수']",103동,강남구개포1동,,Error: 401
2429618834,디에이치퍼스티어아이파크,아파트,전세,저/35,139000,0,"13억 9,000",125,96.82,남동향,2024-06-17T00:00:00,37.47976,127.058636,38   가성비O 로얄동   커뮤니티동   근린공원   조중석식,"['2년이내', '융자금적은', '대단지']",174동,강남구개포1동,,Error: 401
2428321596,디에이치퍼스티어아이파크,아파트,전세,13/24,140000,0,14억,110,84.82,남향,2024-06-10T00:00:00,37.478083,127.059044,33 초중품아 역대급커뮤니티 호텔식 조중석식 모든것이 최고,"['2년이내', '대단지', '방세개']",148동,강남구개포1동,,Error: 401
2429857225,디에이치퍼스티어아이파크,아파트,전세,26/30,150000,0,15억,125,96.82,남향,2024-06-18T00:00:00,37.479218,127.06057,38.V.찐매물.주인직접.장기거주.확트인뷰.커뮤니티인접동.초중학교,"['2년이내', '대단지', '방네개이상']",163동,강남구개포1동,,Error: 401
2429976544,디에이치퍼스티어아이파크,아파트,매매,15/31,480000,0,48억,169,132.81,남향,2024-06-18T00:00:00,37.479531,127.060231,51.주인직접 신축첫입주 풀옵션  최대커뮤니티,"['2년이내', '대단지', '대형평수', '방네개이상']",165동,강남구개포1동,,Error: 401
2430513992,디에이치퍼스티어아이파크,아파트,월세,11/30,50000,420,5억,125,96.62,남서향,2024-06-21T00:00:00,37.479218,127.06057,"38 신축첫입주,주인매물,로얄동,조정가능,","['2년이내', '융자금없는', '대단지', '방세개']",163동,강남구개포1동,,Error: 401
2430223356,디에이치퍼스티어아이파크,아파트,전세,28/28,400000,0,40억,230,179.65,남동향,2024-06-20T00:00:00,37.479249,127.057677,"70 화려한 펜트, 접근성좋은동,커뮤니티근접","['2년이내', '대단지', '대형평수', '탑층']",138동,강남구개포1동,,Error: 401
2430391763,디에이치퍼스티어아이파크,아파트,전세,16/26,170000,0,17억,145,112.99,남서향,2024-06-20T00:00:00,37.482462,127.056707,"44,  강추,  초품아, 개포동랜드마크, 조중석식 제공 휘트니스 최고","['2년이내', '대단지', '대형평수', '방네개이상']",118동,강남구개포1동,,Error: 401
2430243012,디에이치퍼스티어아이파크,아파트,전세,30/31,160000,0,16억,125,96.62,남동향,2024-06-20T00:00:00,37.479729,127.059819,38.탁트인조망O최고급커뮤니티O호텔식조중석식O주방강화형방3,"['2년이내', '융자금없는', '대단지', '방네개이상']",166동,강남구개포1동,,Error: 401
2430225684,디에이치퍼스티어아이파크,아파트,매매,28/28,1000000,0,100억,230,179.65,남동향,2024-06-20T00:00:00,37.479249,127.057677,"70 화려한 펜트, 접근성좋은동,커뮤니티근접","['2년이내', '대단지', '대형평수', '탑층']",138동,강남구개포1동,,Error: 401
2429745017,개포래미안포레스트,아파트,매매,고/19,200000,0,20억,86,59.92,남향,2024-06-17T00:00:00,37.477207,127.057147,26 짧은세안고 트인뷰 추천매물 최고급 커뮤니티,"['4년이내', '대단지', '방세개', '화장실두개']",130동,강남구개포1동,,Error: 401
2429474376,디에이치퍼스티어아이파크,아파트,월세,고/29,60000,200,6억,85,59.97,남동향,2024-06-17T00:00:00,37.477817,127.060435,26.거실뻥뷰.해잘들고 밝은집.호텔급커뮤니티.입주협의,"['2년이내', '융자금없는', '대단지']",154동,강남구개포1동,,Error: 401
2430225392,디에이치퍼스티어아이파크,아파트,월세,22/24,75000,300,"7억 5,000",110,84.82,남동향,2024-06-20T00:00:00,37.483536,127.057351,33 풀옵션 초역세권 탁트인전망최고 로얄동층  장기거주환영,"['2년이내', '역세권', '대단지', '방세개']",116동,강남구개포1동,,Error: 401
2429685669,래미안블레스티지,아파트,매매,고/22,280000,0,28억,113,84.94,남동향,2024-06-17T00:00:00,37.480899,127.064522,34 협의입주나 갭투자 좋음 4bay 바루계약가능. 트인 조망,"['10년이내', '대단지', '방세개', '화장실두개']",221동,강남구개포1동,,Error: 401
2429693670,디에이치퍼스티어아이파크,아파트,전세,중/18,155000,0,"15억 5,000",125,96.82,남향,2024-06-17T00:00:00,37.480137,127.060316,38 호텔식 조중석식 강남특급커뮤니티 수영장 사우나,"['2년이내', '대단지', '방네개이상']",169동,강남구개포1동,,Error: 401
2430327895,디에이치퍼스티어아이파크,아파트,매매,16/28,255000,0,"25억 5,000",85,59.97,남향,2024-06-20T00:00:00,37.477463,127.059699,"26.구룡산뷰 첫입주.강남최고급커뮤니티,","['2년이내', '대단지', '방세개', '화장실두개']",151동,강남구개포1동,,Error: 401
2429695291,디에이치퍼스티어아이파크,아파트,월세,중/18,60000,380,6억,125,96.82,남향,2024-06-17T00:00:00,37.480137,127.060316,38 호텔식 조중석식 강남특급커뮤니티 수영장 사우나,"['2년이내', '대단지', '방네개이상']",169동,강남구개포1동,,Error: 401
2430282725,디에이치퍼스티어아이파크,아파트,월세,14/29,100000,120,10억,111,84.85,남동향,2024-06-20T00:00:00,37.4794,127.06281,"신축첫입주,보증금조절가,상가,버스정류장 근접 편리","['2년이내', '융자금없는', '대단지']",158동,강남구개포1동,,Error: 401
2429729751,디에이치퍼스티어아이파크,아파트,전세,중/18,150000,0,15억,125,96.82,남향,2024-06-17T00:00:00,37.480137,127.060316,"38,예쁜정원뷰O신축대단지O 최고급커뮤니티,O호텔식조중석식","['2년이내', '융자금없는', '대단지']",169동,강남구개포1동,,Error: 401
2430206024,디에이치퍼스티어아이파크,아파트,전세,4/28,155000,0,"15억 5,000",145,112.99,남향,2024-06-20T00:00:00,37.479249,127.057677,44 급전세 바로계약 초중품아 장기거주환영,"['2년이내', '대단지', '대형평수', '방네개이상']",138동,강남구개포1동,,Error: 401
2429700542,디에이치퍼스티어아이파크,아파트,전세,4/18,150000,0,15억,125,96.82,남향,2024-06-17T00:00:00,37.480137,127.060316,38.V.찐매물.주인직접.장기거주.생활편리.상가인접동.초중학교,"['2년이내', '대단지', '방네개이상']",169동,강남구개포1동,,Error: 401
2428434034,디에이치퍼스티어아이파크,아파트,전세,8/26,170000,0,17억,144,112.85,남향,2024-06-10T00:00:00,37.482462,127.056707,43.추천매물.주인직접.1획지로얄동.구룡역세권.호텔급커뮤니티,"['2년이내', '대단지', '대형평수']",118동,강남구개포1동,,Error: 401
2430272988,디에이치퍼스티어아이파크,아파트,전세,12/29,110000,0,11억,85,59.97,남서향,2024-06-20T00:00:00,37.477817,127.060435,"주인직접, 8월개현초개교, 귀한전세, 꼼꼼한하자체크완료","['2년이내', '대단지', '중층']",154동,강남구개포1동,,Error: 401
2430204852,디에이치퍼스티어아이파크,아파트,월세,15/20,60000,400,6억,144,112.85,남서향,2024-06-20T00:00:00,37.478749,127.058093,45 개포 첫입주  장기거주 로얄동 로얄층,"['2년이내', '대단지', '대형평수']",145동,강남구개포1동,,Error: 401
2429471592,디에이치퍼스티어아이파크,아파트,월세,저/28,20000,350,2억,85,59.97,남향,2024-06-15T00:00:00,37.477463,127.059699,25 계약가능 소액보증금,"['2년이내', '대단지', '방세개', '화장실두개']",151동,강남구개포1동,,Error: 401
2429402363,디에이치퍼스티어아이파크,아파트,매매,중/29,225000,0,"22억 5,000",85,59.97,남서향,2024-06-15T00:00:00,37.477817,127.060435,25 O 입주가능O 갭투자가능 O 초중근접,"['2년이내', '대단지', '방세개', '화장실두개']",154동,강남구개포1동,,Error: 401
2429402820,디에이치퍼스티어아이파크,아파트,매매,중/29,230000,0,23억,85,59.97,남서향,2024-06-15T00:00:00,37.477817,127.060435,25 O 대모산뷰 O 최고중 최고 O 호텔식커뮤니티 O 조중석식,"['2년이내', '대단지', '방세개', '화장실두개']",154동,강남구개포1동,,Error: 401
2429473326,디에이치퍼스티어아이파크,아파트,월세,중/30,30000,500,3억,125,96.82,남향,2024-06-15T00:00:00,37.479218,127.06057,38 최소보증금 즉시입주환영,"['2년이내', '대단지', '방네개이상', '화장실두개']",163동,강남구개포1동,,Error: 401
2429394792,디에이치퍼스티어아이파크,아파트,월세,고/20,130000,160,13억,144,112.85,남동향,2024-06-15T00:00:00,37.478749,127.058093,44. 커뮤니티 가까운 동 풀에어컨. 장기거주가능세대,"['2년이내', '융자금없는', '대단지', '대형평수']",145동,강남구개포1동,,Error: 401
2429463234,디에이치퍼스티어아이파크,아파트,월세,중/35,70000,300,7억,125,96.82,남향,2024-06-15T00:00:00,37.480641,127.057691,38 O 전세도가능 O  채광굿 O 료얄동 료얄층 O  입주일협의,"['2년이내', '융자금없는', '대단지', '방네개이상']",102동,강남구개포1동,,Error: 401
2429460761,디에이치퍼스티어아이파크,아파트,전세,고/14,135000,0,"13억 5,000",110,84.82,남향,2024-06-15T00:00:00,37.479461,127.061144,33 O 초중교근접 O 호텔식 커뮤니티 O 조중석식,"['2년이내', '융자금없는', '대단지', '방세개']",164동,강남구개포1동,,Error: 401
2430147249,디에이치퍼스티어아이파크,아파트,전세,29/32,340000,0,34억,220,171.65,남향,2024-06-19T00:00:00,37.481919,127.057858,"66 집주인직접의뢰,실매물.장기거주가능.강남최고급커뮤니티,","['2년이내', '융자금없는', '대단지', '대형평수']",104동,강남구개포1동,,Error: 401
2429381189,디에이치퍼스티어아이파크,아파트,월세,고/29,60000,300,6억,110,84.82,남서향,2024-06-15T00:00:00,37.482961,127.056781,33 주인직 막힘없는시원한고층조망 특컨디션 구룡초 지하철역인근,"['2년이내', '융자금없는', '역세권']",117동,강남구개포1동,,Error: 401
2429472761,디에이치퍼스티어아이파크,아파트,전세,중/30,150000,0,15억,125,96.82,남향,2024-06-15T00:00:00,37.479218,127.06057,38 조용하고전망좋음  커뮤니티 초중고 근접동,"['2년이내', '대단지', '방네개이상', '화장실두개']",163동,강남구개포1동,,Error: 401
2429331289,디에이치퍼스티어아이파크,아파트,월세,중/29,130000,160,13억,144,112.85,남동향,2024-06-15T00:00:00,37.478524,127.059948,44. 커뮤니티 가까운 동. 최상 커뮤니티 시설. 수변공원. 조중석식,"['2년이내', '융자금없는', '대단지', '대형평수']",153동,강남구개포1동,,Error: 401
2430049952,래미안블레스티지,아파트,매매,8/24,285000,0,"28억 5,000",113,84.94,남향,2024-06-19T00:00:00,37.481718,127.063445,34.  세안고  편안한 집,"['10년이내', '대단지', '방세개', '화장실두개']",204동,강남구개포1동,,Error: 401
2430047663,디에이치퍼스티어아이파크,아파트,전세,29/29,150000,0,15억,110,84.82,남향,2024-06-19T00:00:00,37.482961,127.056781,탑층O 층간소음걱정NO 입주협의가능O,"['2년이내', '역세권', '대단지']",117동,강남구개포1동,,Error: 401
2429473763,디에이치퍼스티어아이파크,아파트,월세,고/26,40000,560,4억,145,112.99,남향,2024-06-15T00:00:00,37.482462,127.056707,44. 1획지. 최선호 로얄동. 풀옵션. 보증금조정가능.10레인 수영,"['2년이내', '대단지', '대형평수', '방네개이상']",118동,강남구개포1동,,Error: 401
2429462083,디에이치퍼스티어아이파크,아파트,월세,중/35,100000,420,10억,169,132.81,남향,2024-06-15T00:00:00,37.480453,127.058339,51 O호텔식커뮤니티O 탁트인뷰 O 조합원 정상매물,"['2년이내', '융자금없는', '대단지', '대형평수']",101동,강남구개포1동,,Error: 401
2429470054,디에이치퍼스티어아이파크,아파트,전세,고/31,145000,0,"14억 5,000",125,96.82,남향,2024-06-15T00:00:00,37.479729,127.059819,38 확장 풀에어컨 로얄동 로얄층 막힘없는 뷰,"['2년이내', '대단지', '방네개이상']",166동,강남구개포1동,,Error: 401
2429422644,디에이치퍼스티어아이파크,아파트,월세,고/12,20000,450,2억,110,84.82,남향,2024-06-15T00:00:00,37.479149,127.061535,"34,귀한 매물 ,","['2년이내', '융자금없는', '대단지', '방세개']",161동,강남구개포1동,,Error: 401
2429472407,디에이치퍼스티어아이파크,아파트,월세,고/29,20000,350,2억,85,59.97,남서향,2024-06-15T00:00:00,37.477817,127.060435,26 깔끔한뷰 장기거주환영,"['2년이내', '대단지', '방세개', '화장실두개']",154동,강남구개포1동,,Error: 401
2429401989,디에이치퍼스티어아이파크,아파트,전세,고/19,120000,0,12억,85,59.97,남향,2024-06-15T00:00:00,37.482943,127.058896,,"['2년이내', '융자금없는', '역세권', '대단지']",109동,강남구개포1동,,Error: 401
2429468280,디에이치퍼스티어아이파크,아파트,월세,중/16,100000,160,10억,125,96.82,남동향,2024-06-15T00:00:00,37.479794,127.060753,38 개현초 개포중 우수하군 편리한교통 육아최적동,"['2년이내', '대단지', '방네개이상', '화장실두개']",167동,강남구개포1동,,Error: 401
2430298909,디에이치퍼스티어아이파크,아파트,전세,고/28,160000,0,16억,145,112.99,남향,2024-06-20T00:00:00,37.479249,127.057677,44  조중석식 서비스 프리미엄 커뮤니티 초품아 중품아  주인직접,"['2년이내', '대단지', '대형평수']",138동,강남구개포1동,,Error: 401
2429379028,디에이치퍼스티어아이파크,아파트,월세,5/35,20000,560,2억,125,96.82,남서향,2024-06-15T00:00:00,37.47976,127.058636,38 O장기거주가능O보증금조정가능O수영장O개원초O생활편리동,"['2년이내', '대단지', '방네개이상']",174동,강남구개포1동,,Error: 401
2428155482,디에이치퍼스티어아이파크,아파트,월세,18/21,50000,360,5억,110,84.82,남동향,2024-06-08T00:00:00,37.483139,127.057625,33 바로출발 역세권 로얄동 로얄층 보증금조정가능,"['2년이내', '융자금없는', '역세권', '대단지']",112동,강남구개포1동,,Error: 401
2430078035,디에이치퍼스티어아이파크,아파트,전세,24/24,145000,0,"14억 5,000",110,84.82,남서향,2024-06-19T00:00:00,37.483536,127.057351,디퍼아 84 최상위 전세물건 나왔습니다 빨리 데려가세요,"['2년이내', '융자금없는', '마당', '대단지']",116동,강남구개포1동,,Error: 401
2430441816,래미안블레스티지,아파트,전세,중/29,125000,0,"12억 5,000",113,84.94,남서향,2024-06-21T00:00:00,37.48211,127.063507,34.귀한전세O탁트인뷰O생활편리동O개포공원도서관인접O,"['10년이내', '융자금적은', '대단지']",210동,강남구개포1동,,Error: 401
2430444859,디에이치퍼스티어아이파크,아파트,월세,고/19,50000,440,5억,125,96.82,남향,2024-06-21T00:00:00,37.482494,127.058348,"38.   로얄동층 개원초,  커뮤니티접근성, 학교접근성","['2년이내', '융자금없는', '대단지']",110동,강남구개포1동,,Error: 401
2430449523,래미안블레스티지,아파트,전세,고/16,87000,0,"8억 7,000",67,49.9,남동향,2024-06-21T00:00:00,37.479831,127.064807,20 O계단식소형평수O대모산뷰O수영장O세대창고,"['10년이내', '대단지', '화장실한개']",218동,강남구개포1동,,Error: 401
2430441281,래미안블레스티지,아파트,매매,중/23,220000,0,22억,80,59.96,남동향,2024-06-21T00:00:00,37.481298,127.063955,24. 매매 로얄동 로얄층의 실거주 가능한 근사한 아파트,"['10년이내', '대단지', '방세개']",203동,강남구개포1동,,Error: 401
2430055932,디에이치퍼스티어아이파크,아파트,월세,11/20,80000,320,8억,144,112.85,남향,2024-06-19T00:00:00,37.478749,127.058093,44   장기거주   전망좋은동  최대커뮤니티센터,"['2년이내', '대단지', '대형평수', '방네개이상']",145동,강남구개포1동,,Error: 401
2430450636,래미안블레스티지,아파트,매매,고/29,350000,0,35억,134,99.91,남동향,2024-06-21T00:00:00,37.481802,127.064267,40.전망좋은로얄동층O개포공원산책로O리조트급커뮤니티O조중식,"['10년이내', '대단지', '대형평수']",211동,강남구개포1동,,Error: 401
2430407569,디에이치퍼스티어아이파크,아파트,매매,고/29,300000,0,30억,110,84.82,남동향,2024-06-21T00:00:00,37.4794,127.06281,"구룡산, 정상뷰, 풀옵션, 호텔급 커뮤니티, 조중석식 서비스","['2년이내', '대단지', '방세개', '화장실두개']",158동,강남구개포1동,,Error: 401
2430066839,디에이치퍼스티어아이파크,아파트,월세,7/26,120000,160,12억,145,112.99,남향,2024-06-19T00:00:00,37.482462,127.056707,44  로얄동 탁트인뷰 학세권  최고급커뮤니티 보증금 조정가,"['2년이내', '대단지', '대형평수', '방네개이상']",118동,강남구개포1동,,Error: 401
2430482970,디에이치퍼스티어아이파크,아파트,전세,저/29,113000,0,"11억 3,000",85,59.97,남향,2024-06-21T00:00:00,37.477817,127.060435,26 V탁트인 숲세권 V특급커뮤니티 V호텔급조중석식 V10레일수영장,"['2년이내', '대단지', '방세개', '화장실두개']",154동,강남구개포1동,,Error: 401
2429323483,래미안블레스티지,아파트,전세,중/17,125000,0,"12억 5,000",113,84.94,남동향,2024-06-14T00:00:00,37.480146,127.064406,34  편하고 조용한집  장기거주  풀옵션 주인굿,"['10년이내', '융자금없는', '대단지', '방세개']",219동,강남구개포1동,,Error: 401
2429840948,디에이치퍼스티어아이파크,아파트,전세,14/18,65000,0,"6억 5,000",50,34.99,남향,2024-06-18T00:00:00,37.478622,127.056892,15 탁트인뷰 고급커뮤니티 교통편리 옵션좋아요 바로계약가능,"['2년이내', '대단지', '소형평수', '방한개']",140동,강남구개포1동,,Error: 401
2429323493,래미안블레스티지,아파트,매매,중/29,280000,0,28억,113,84.94,남동향,2024-06-14T00:00:00,37.481802,127.064267,,"['10년이내', '대단지', '방세개', '화장실두개']",211동,강남구개포1동,,Error: 401
2429428205,디에이치퍼스티어아이파크,아파트,전세,고/26,170000,0,17억,144,112.85,남향,2024-06-15T00:00:00,37.47849,127.059135,"44  주인직접 , 개원초배정  , 최고급커뮤니티 ,호텔식 조중석식","['2년이내', '대단지', '대형평수']",147동,강남구개포1동,,Error: 401
2429930841,디에이치퍼스티어아이파크,아파트,전세,22/33,280000,0,28억,201,156.96,남동향,2024-06-18T00:00:00,37.481182,127.057478,61 초중품아 호텔식 조중석식 골프 수영 헬스 등 최상급 커뮤니티 ,"['2년이내', '대단지', '대형평수']",103동,강남구개포1동,,Error: 401
2429313144,디에이치퍼스티어아이파크,아파트,월세,중/29,100000,200,10억,144,112.85,남동향,2024-06-14T00:00:00,37.478524,127.059948,44 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",153동,강남구개포1동,,Error: 401
2429314077,디에이치퍼스티어아이파크,아파트,전세,저/27,138000,0,"13억 8,000",111,84.85,남향,2024-06-14T00:00:00,37.478882,127.062606,33 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",157동,강남구개포1동,,Error: 401
2429312339,디에이치퍼스티어아이파크,아파트,월세,고/11,70000,260,7억,110,84.82,남서향,2024-06-14T00:00:00,37.478334,127.058426,33 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",144동,강남구개포1동,,Error: 401
2429314323,디에이치퍼스티어아이파크,아파트,전세,고/11,147000,0,"14억 7,000",110,84.82,남서향,2024-06-14T00:00:00,37.478334,127.058426,33 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",144동,강남구개포1동,,Error: 401
2429932916,디에이치퍼스티어아이파크,아파트,전세,30/31,160000,0,16억,125,96.62,남동향,2024-06-18T00:00:00,37.479729,127.059819,디퍼아38p 최상뷰 수영장 사우나 볼링장 영화관 초대형 커뮤니티,"['2년이내', '대단지', '대형평수']",166동,강남구개포1동,,Error: 401
2429822431,디에이치퍼스티어아이파크,아파트,전세,16/18,64000,0,"6억 4,000",50,34.99,남서향,2024-06-18T00:00:00,37.478622,127.056892,15 주인직접 실매물 최고급커뮤니티 환상뷰 장기거주 바로계약가,"['2년이내', '융자금없는', '대단지', '소형평수']",140동,강남구개포1동,,Error: 401
2429959313,디에이치퍼스티어아이파크,아파트,월세,28/28,230000,700,23억,230,179.65,남동향,2024-06-18T00:00:00,37.479249,127.057677,"70 화려한 펜트, 접근성좋은동,커뮤니티근접","['2년이내', '대단지', '대형평수', '탑층']",138동,강남구개포1동,,Error: 401
2429312529,디에이치퍼스티어아이파크,아파트,전세,저/29,117000,0,"11억 7,000",85,59.97,남동향,2024-06-14T00:00:00,37.477817,127.060435,26 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",154동,강남구개포1동,,Error: 401
2429314902,디에이치퍼스티어아이파크,아파트,전세,저/16,148000,0,"14억 8,000",125,96.82,남향,2024-06-14T00:00:00,37.479794,127.060753,37 신축첫입주 호텔급최대커뮤니티 최고급단지,"['2년이내', '융자금없는', '대단지']",167동,강남구개포1동,,Error: 401
2429315031,디에이치퍼스티어아이파크,아파트,전세,저/13,147000,0,"14억 7,000",125,96.82,남향,2024-06-14T00:00:00,37.482121,127.05866,38 계약가능  초등바로앞 신축첫입주 최고급커뮤니티,"['2년이내', '융자금없는', '대단지']",106동,강남구개포1동,,Error: 401
2429432473,디에이치퍼스티어아이파크,아파트,월세,고/30,70000,320,7억,125,96.62,남향,2024-06-15T00:00:00,37.479218,127.06057,,"['2년이내', '대단지', '방네개이상']",163동,강남구개포1동,,Error: 401
2429432141,디에이치퍼스티어아이파크,아파트,전세,고/30,150000,0,15억,125,96.62,남향,2024-06-15T00:00:00,37.479218,127.06057,,"['2년이내', '대단지', '방네개이상']",163동,강남구개포1동,,Error: 401
2429312789,디에이치퍼스티어아이파크,아파트,월세,중/30,150000,260,15억,169,132.81,남동향,2024-06-14T00:00:00,37.478636,127.060953,51 신축첫입주 공중정원 호텔급최대커뮤니티,"['2년이내', '융자금없는', '마당']",162동,강남구개포1동,,Error: 401
2429425072,디에이치퍼스티어아이파크,아파트,전세,고/30,150000,0,15억,125,96.82,남동향,2024-06-15T00:00:00,37.479218,127.06057,38. 채광좋고 전망좋은 세대. 풀에어컨. 김치 냉장고. 식기세척기 옵션,"['2년이내', '융자금없는', '대단지']",163동,강남구개포1동,,Error: 401
